"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 28 06:53:15 GMT 2023","Fri Apr 28 06:53:23 GMT 2023","7659","","01. Peticiones a la API para comprobar las diferentes páginas de noticias","","CP01. EL PAIS. Portada. Verificar que se obtiene la portada con sus noticias","","CP01. EL PAIS. Portada. Verificar que se obtiene la portada con sus noticias","  Swagger > Pages > GET /pages/{businessUnit}/site/{site}/{portada}"
"failed","Fri Apr 28 06:53:30 GMT 2023","Fri Apr 28 06:53:32 GMT 2023","1717","","02. Peticiones a la API para comprobar la búsqueda de assets","","CP02. EL PAIS. Búsqueda de assets. Verificar que se obtienen noticias, autores y tags","","CP02. EL PAIS. Búsqueda de assets. Verificar que se obtienen noticias, autores y tags","  Swagger > Search Assets > GET /search/assets/{businessUnit}/text"
"failed","Fri Apr 28 06:53:23 GMT 2023","Fri Apr 28 06:53:26 GMT 2023","3260","","01. Peticiones a la API para comprobar las diferentes páginas de noticias","","CP02. AS. Portada. Verificar que se obtiene la portada con sus noticias","","CP02. AS. Portada. Verificar que se obtiene la portada con sus noticias","  Swagger > Pages > GET /pages/{businessUnit}/site/{site}/{portada}"
"failed","Fri Apr 28 06:53:28 GMT 2023","Fri Apr 28 06:53:30 GMT 2023","1870","","02. Peticiones a la API para comprobar la búsqueda de assets","","CP01. EL PAIS. Búsqueda de assets. Verificar que se obtienen solo noticias","","CP01. EL PAIS. Búsqueda de assets. Verificar que se obtienen solo noticias","  Swagger > Search Assets > GET /search/assets/{businessUnit}/text"
"failed","Fri Apr 28 06:53:32 GMT 2023","Fri Apr 28 06:53:33 GMT 2023","1476","","02. Peticiones a la API para comprobar la búsqueda de assets","","CP03. EL PAIS. Búsqueda de assets. Verificar que se obtienen noticias en inglés","","CP03. EL PAIS. Búsqueda de assets. Verificar que se obtienen noticias en inglés","  Swagger > Search Assets > GET /search/assets/{businessUnit}/text"
"failed","Fri Apr 28 06:53:26 GMT 2023","Fri Apr 28 06:53:28 GMT 2023","2030","","01. Peticiones a la API para comprobar las diferentes páginas de noticias","","CP03. SER. Portada. Verificar que se obtiene la portada con sus noticias","","CP03. SER. Portada. Verificar que se obtiene la portada con sus noticias","  Swagger > Pages > GET /pages/{businessUnit}/site/{site}/{portada}"
